username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrump;2020-06-07 19:12;8783;33134;"Governor Doug Burgum ( @DougForDakota) is doing a phenomenal job leading North Dakota! He is a true Conservative, and First Lady Kathryn Burgum’s leadership against the disease of addiction inspires us all. Doug has my Complete and Total Endorsement! #NDGOVhttps://secure.winred.com/dougburgum/donate …";;@DougForDakota;#NDGOVhttps;"1269708816238739457";https://twitter.com/realDonaldTrump/status/1269708816238739457
realDonaldTrump;2020-06-07 19:11;8809;33895;"Congresswoman Carol Miller ( @CarolMillerWV) is a tremendous advocate for the people of West Virginia! She fights for our Coal Miners, the Second Amendment and for Lower Taxes. Carol has my Complete and Total Endorsement! #WV03https://secure.winred.com/CarolMiller/donate …";;@CarolMillerWV;#WV03https;"1269708649372549124";https://twitter.com/realDonaldTrump/status/1269708649372549124
realDonaldTrump;2020-06-07 19:11;8458;31937;"Congressman Alex Mooney ( @MooneyforWV) is a champion for West Virginia! He is strong on Life and the Second Amendment, and he works hard for our incredible Veterans and Coal Miners. Alex has my Complete and Total Endorsement! #WV02https://secure.winred.com/alexmooney/donate …";;@MooneyforWV;#WV02https;"1269708551703977984";https://twitter.com/realDonaldTrump/status/1269708551703977984
realDonaldTrump;2020-06-07 19:10;20947;88724;"Unlike Senator Manchin, Big Jim Justice was very loyal to your favorite President during Pelosi’s Impeachment Scam. Big Jim is doing a tremendous job for West Virginia. Vote for Big Jim! #MAGA";;;#MAGA;"1269708424633352195";https://twitter.com/realDonaldTrump/status/1269708424633352195
realDonaldTrump;2020-06-07 18:58;10061;36822;"We need @KarenHandel back in Congress to fight for the incredible people of Georgia! She is a tremendous advocate for our Military, Vets, Border Security and the Second Amendment. Karen has my Complete and Total Endorsement! #GA06https://secure.winred.com/handel-for-congress/donate …";;@KarenHandel;#GA06https;"1269705225285361666";https://twitter.com/realDonaldTrump/status/1269705225285361666
realDonaldTrump;2020-06-07 18:56;8863;32832;"Congressman Austin Scott ( @AustinScott4GA) is doing a phenomenal job for the GREAT State of Georgia. He works hard for our incredible Farmers, Military, Vets and the Second Amendment. Austin has my Complete and Total Endorsement! #GA08https://secure.winred.com/austin-scott-for-congress/donate …";;@AustinScott4GA;#GA08https;"1269704857004519428";https://twitter.com/realDonaldTrump/status/1269704857004519428
realDonaldTrump;2020-06-07 18:56;8288;30716;"Congressman Buddy Carter ( @Buddy_Carter) keeps fighting for the incredible people of Georgia. Buddy has my Complete and Total Endorsement! Vote for Buddy! #GA01 https://secure.winred.com/buddycarter/donate …";;@Buddy_Carter;#GA01;"1269704757012291585";https://twitter.com/realDonaldTrump/status/1269704757012291585
realDonaldTrump;2020-06-07 18:53;9961;36981;"Congressman Joe Wilson is a champion for the people of South Carolina! He served our Country as a Colonel in the Army, and now he serves our Military & Vets in Congress. Strong on the #2A and Border Security! Joe has my Complete & Total Endorsement! #SC02https://secure.winred.com/joewilson/donate …";;;#2A #SC02https;"1269703938187628545";https://twitter.com/realDonaldTrump/status/1269703938187628545
realDonaldTrump;2020-06-07 18:49;11419;48094;"Senator @LindseyGrahamSC is a good friend and strong voice for the people of South Carolina. He’s helped us confirm GREAT Judges, rebuild the Military, and keep our Country SAFE. Strong on Life and our Vets. Lindsey has my Complete and Total Endorsement!https://secure.winred.com/team-graham/donate …";;@LindseyGrahamSC;;"1269703029588209665";https://twitter.com/realDonaldTrump/status/1269703029588209665
realDonaldTrump;2020-06-07 18:37;12785;42738;"pic.twitter.com/7YsXCmfHBy";;;;"1269699974658482177";https://twitter.com/realDonaldTrump/status/1269699974658482177
realDonaldTrump;2020-06-07 15:20;19574;81389;"At the request of @SenJohnKennedy & @SenBillCassidy of the Great State of Louisiana, I will be approving & signing today an EMERGENCY DECLARATION which will help with all aspects of the big storm that is currently hitting your shores. FEMA is already there. God Bless You!";;@SenJohnKennedy @SenBillCassidy;;"1269650386253643779";https://twitter.com/realDonaldTrump/status/1269650386253643779
realDonaldTrump;2020-06-07 15:10;41132;169604;"Somebody please tell highly overrated Colin Powell that I will have gotten almost 300 Federal Judges approved (a record), Two Great Supreme Court Justices, rebuilt our once depleted Military, Choice for Vets, Biggest Ever Tax & Regulation Cuts, Saved Healthcare & 2A, & much more!";;;;"1269647899790540800";https://twitter.com/realDonaldTrump/status/1269647899790540800
