username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Ibadan696;2019-03-09 13:53;0;0;"Activity at a SECOND North Korean missile site could mean the country is preparing for a potential launch following failed talks between Trump and Kim Jong-Un #I'd rather there is World War 3. When Hypocrisy and Oppression rules, then maybe it about time to reshuffle world power";;;#I;"1104379656248193024";https://twitter.com/Ibadan696/status/1104379656248193024
RealtorJairo;2019-03-09 13:53;0;0;"Amid reports that North Korea rocket launch facility operational; Trump would be 'very surprised' if Kim Jong Un renews testing http://dlvr.it/R0VWrK pic.twitter.com/oB69FsWi3t";;;;"1104379574022893569";https://twitter.com/RealtorJairo/status/1104379574022893569
watchaffairs;2019-03-09 13:52;0;0;"I would be very much delighted if North Korean leader Kim Jong-un fired a missile at President Trump in Washington, the U.S.";;;;"1104379393613357056";https://twitter.com/watchaffairs/status/1104379393613357056
TomthunkitsMind;2019-03-09 13:51;0;3;"Trump dyed his hair(on the left today, yesterday on right) in advance of his "summit" in Vietnam with Kim Jong Un. This is the worst dye job, not to mention the most hysterically pathetic thing I've ever seen! pic.twitter.com/5AdFpL8TQF) https://twitter.com/ItsMeCathi/status/1100449296024043522/photo/1pic.twitter.com/5AdFpL8TQF";;;;"1104379103992578048";https://twitter.com/TomthunkitsMind/status/1104379103992578048
MonteagudoArg;2019-03-09 13:49;0;0;"Medios de Corea del Norte reconocen el fracaso "inesperado" de la cumbre entre Trump y Kim Jong-un https://actualidad.rt.com/actualidad/308011-medios-norcoreanos-reconocer-fracaso-cumbre-trump-kim …";;;;"1104378610524319744";https://twitter.com/MonteagudoArg/status/1104378610524319744
nothsarw;2019-03-09 13:48;0;1;"Pence is a disciple of the anti-Christ Trump. He kneels at the feet of Diablo not in adoration but to "service" him. Pence is jealous of Trump's love of Kim Jung Un. "Mother" is upset. https://twitter.com/Rschooley/status/1104191853262327808 …";;;;"1104378391657172998";https://twitter.com/nothsarw/status/1104378391657172998
niewiad2;2019-03-09 13:45;0;0;"Satellite images suggest North Korea planned space launch even before Hanoi. Trump was poorly prepared and was outfoxed by Kim. ⁦ @realDonaldTrump⁩ ⁦ @postpolitics⁩https://www.washingtonpost.com/world/2019/03/09/satellite-images-suggest-north-korea-planned-space-launch-even-before-hanoi/ …";;@realDonaldTrump @postpolitics;;"1104377754240335872";https://twitter.com/niewiad2/status/1104377754240335872
elephantaddr;2019-03-09 13:45;0;1;"Trump walks away from negotiations with Kim after little rocket man refuses to give up nukes https://elephantaddress.com/2019/03/trump-walks-away-from-negotiations-with-kim-after-little-rocket-man-refuses-to-give-up-nukes-9/ …pic.twitter.com/yIjXj2X3Oi";;;;"1104377716940382210";https://twitter.com/elephantaddr/status/1104377716940382210
sxdoc;2019-03-09 13:41;6;9;"This is where they launch satellites; I don’t think the talks were unsuccessful since Chairman Kim has already written Trump a letter saying he’s ready for the next meeting. Launching a satellite is not a problem #PatriotsAwakened";;;#PatriotsAwakened;"1104376571438292994";https://twitter.com/sxdoc/status/1104376571438292994
JKirri;2019-03-09 13:41;1;1;"Same old shit. Different day. #KimJongUn #MoronInChief #trumpkim http://www.bbc.co.uk/news/world-asia-47504723 …";;;#KimJongUn #MoronInChief #trumpkim;"1104376549967650816";https://twitter.com/JKirri/status/1104376549967650816
rodeodance;2019-03-09 13:38;0;0;"No more Nobel: #Trump has never understood what Kim Jong Un really wants https://www.nbcnews.com/think/opinion/trump-s-north-korea-summit-failed-because-he-doesn-t-ncna979461 … via @NBCNewsTHINK";;@NBCNewsTHINK;#Trump;"1104375957706682369";https://twitter.com/rodeodance/status/1104375957706682369
Craig5889;2019-03-09 13:36;0;0;"#Venezuela like I dont know how #Trump doesnt like me? He suppresses his people. He steals hes corrupt. He threatens press and other politicians it works for #putin and #Kim, why doesnt it work for me. Why doesnt #Trump say he #loves me like he does to them. #Trump #Trumpism";;;#Venezuela #Trump #putin #Kim #Trump #loves #Trump #Trumpism;"1104375318658379776";https://twitter.com/Craig5889/status/1104375318658379776
mayday20201;2019-03-09 13:33;0;0;"I can just picture Bible signing booths popping up at trump’s future hate rallies, where for a $50 donation to trump’s 2020 campaign and/or legal defense fund you get your Holy scripture signed by your choice of one of the Fredos or Kremlin Barbie. pic.twitter.com/bAFOYfdh6e";;;;"1104374670474792960";https://twitter.com/mayday20201/status/1104374670474792960
Twistedankle3;2019-03-09 13:31;0;0;"ANTI-CHRIST: Trump=Putin=KIM=MBS https://twitter.com/Brasilmagic/status/1104154392725544961 …";;;;"1104374165312860160";https://twitter.com/Twistedankle3/status/1104374165312860160
SweetTeaVenom;2019-03-09 13:31;0;0;"Just another one of Kim’s love letters to Trump.";;;;"1104374079237378048";https://twitter.com/SweetTeaVenom/status/1104374079237378048
pinchflata1;2019-03-09 13:27;0;3;"it was only good in trumps reality..kim was never giving up nukes, he tried to get something from trump, at least trump walked..either live with nuclear nk or take military action immediately, everyday you wait they get stronger";;;;"1104373240825180161";https://twitter.com/pinchflata1/status/1104373240825180161
chazmena;2019-03-09 13:27;0;0;"Randy Rainbow Sings Songs Of Trump/Kim Love! | Crooks and Liars https://crooksandliars.com/2019/03/randy-rainbow-sings-songs-trumpkim-love …";;;;"1104373086948941831";https://twitter.com/chazmena/status/1104373086948941831
morenoa128;2019-03-09 13:27;0;1;"I guess @realDonaldTrump and Kim are now out of love? What a fool. I would guess that just about everyone around trump said Kim cannot be trusted. What one will do for a Nobel prize. Claim to be in love with a ruthless dictator, #SAD";;@realDonaldTrump;#SAD;"1104373070360399874";https://twitter.com/morenoa128/status/1104373070360399874
libepensamiento;2019-03-09 13:24;0;0;"Medios de Corea del Norte reconocen el fracaso "inesperado" de la cumbre entre Trump y Kim Jong-un https://actualidad.rt.com/actualidad/308011-medios-norcoreanos-reconocer-fracaso-cumbre-trump-kim …";;;;"1104372449762783232";https://twitter.com/libepensamiento/status/1104372449762783232
whereareyouprom;2019-03-09 13:24;0;1;"3 generations of Kims having fooling all of y'all presidents. It's amazing how US citizens thought that Trump actually believed in Kim to behave. Trump has been patting and rubbing Kim in the back, so that he can say "Hey, I've been nice. What happened?".";;;;"1104372413922328576";https://twitter.com/whereareyouprom/status/1104372413922328576
markuswierz;2019-03-09 13:22;0;0;"Wenn schon lustige Namenswitze a la #Trump, warum dann nicht: Kim Jong Bumm ? @BILDblog";;@BILDblog;#Trump;"1104371902414491648";https://twitter.com/markuswierz/status/1104371902414491648
slpage63;2019-03-09 13:22;0;0;"Good thing we stopped the exercises with SK.What scares me is that if Kim does something stupid,Trump will do something stupider to prove he is tougher amd wasnt played the fool.";;;;"1104371846122799110";https://twitter.com/slpage63/status/1104371846122799110
gmcutah1;2019-03-09 13:21;1;1;"Trump suspends war games in S. Korea to save money and appease brother Kim. The "wargames" are what keeps our military on point, in a state of readiness to react to the theater they are deployed to. Trump will sacrifice military readiness for a wall.";;;;"1104371718032748544";https://twitter.com/gmcutah1/status/1104371718032748544
Ray_1951;2019-03-09 13:21;0;0;"@SenToddYoung Kim Wins! Trump Loses! America now bows to third world leaders. Kim and Vlad are playing LOTUS. The love for these dictators is not exactly the manly stance America wants.";;@SenToddYoung;;"1104371681164840961";https://twitter.com/Ray_1951/status/1104371681164840961
DelvisSolano;2019-03-09 13:21;0;0;"Cualquier lanzamiento sería contrario a los compromisos que el líder de Corea del Norte, Kim Jong-un, asumió con el presidente Trump, dice EE.UU. https://bbc.in/2ESqbD8";;;;"1104371567612608512";https://twitter.com/DelvisSolano/status/1104371567612608512
Ray_1951;2019-03-09 13:20;0;0;"@VP Kim Wins! Trump Loses! America now bows to third world leaders. Kim and Vlad are playing LOTUS. The love for these dictators is not exactly the manly stance America wants.";;@VP;;"1104371456732028929";https://twitter.com/Ray_1951/status/1104371456732028929
Ray_1951;2019-03-09 13:20;0;0;"@SenatorBraun Kim Wins! Trump Loses! America now bows to third world leaders. Kim and Vlad are playing LOTUS. The love for these dictators is not exactly the manly stance America wants.";;@SenatorBraun;;"1104371365816254465";https://twitter.com/Ray_1951/status/1104371365816254465
Ray_1951;2019-03-09 13:20;0;0;"@realDonaldTrumpSupport Kim Wins! Trump Loses! America now bows to third world leaders. Kim and Vlad are playing LOTUS. The love for these dictators is not exactly the manly stance America wants.";;@realDonaldTrumpSupport;;"1104371263756222464";https://twitter.com/Ray_1951/status/1104371263756222464
JimUicker;2019-03-09 13:19;0;0;"These people believe the Bible is the literal truth, authored by God. But they needed something to write on when Trump came to town.";;;;"1104371203593113611";https://twitter.com/JimUicker/status/1104371203593113611
ayeur_ayeur;2019-03-09 13:17;0;0;"#Trump's Bromance with Kim Is Gross, But Let the Love Letters Continue, by @JohnFeffer (Source: @FPIF) - #Korea #NorthKorea #Asia #USA https://zcomm.org/znetarticle/trumps-bromance-with-kim-is-gross-but-let-the-love-letters-continue/ …";;@JohnFeffer @FPIF;#Trump #Korea #NorthKorea #Asia #USA;"1104370724893016069";https://twitter.com/ayeur_ayeur/status/1104370724893016069
Twistedankle3;2019-03-09 13:17;0;0;"Says the man who CAVED TO MURDEROUS DICTATOR KIM who KILLED OTTO...trump cancels military exercises with U.S. ALLY per KIM'S demand ,while Kim REBUILDS MISSILE SITE...TRUMP GOT NOTHING TRUMP=RED=PUTIN= COMMUNISM https://twitter.com/thehill/status/1104366474863493120 …";;;;"1104370653518540802";https://twitter.com/Twistedankle3/status/1104370653518540802
greatlake_gal;2019-03-09 13:16;0;0;"If he has worked with Kim’s Gpa in the past, maybe he can make real progress. I say let him do it. He has more knowledge and diplomatic skills than Trump. What do you guys think? https://twitter.com/resister_mike/status/1104260597510631426 …";;;;"1104370476921614336";https://twitter.com/greatlake_gal/status/1104370476921614336
AABB1971B;2019-03-09 13:16;0;0;"@realDonaldTrump Donald Trump Dennis Rodman Kim Jong Un Murdered Otto Warmbier. Luke 12:2 For there is nothing covered, that shall not be revealed: neither hid, that shall not be known. pic.twitter.com/A30GhyKQRE";;@realDonaldTrump;;"1104370299024289792";https://twitter.com/AABB1971B/status/1104370299024289792
rajendevadason;2019-03-09 13:15;0;0;"#Trump #Kim #NorthKorea This is not good. (North Korea 'preparing rocket launch', images suggest) #RajenDevadasonhttps://lnkd.in/fUASYRT";;;#Trump #Kim #NorthKorea #RajenDevadasonhttps;"1104370011743883264";https://twitter.com/rajendevadason/status/1104370011743883264
big_catsf;2019-03-09 13:14;0;1;"Trump would never allow someone smarter than him meet with Kim Jong Un Trump has to have full control of everything that is why you know he was involved in everything that has ever taken place in the White House.";;;;"1104369973365895170";https://twitter.com/big_catsf/status/1104369973365895170
juliamfar;2019-03-09 13:12;0;0;"Donald Trump acting like a mad man or a spoiled child a grown man hugging a flag on stage like an uncivilized person he's making America a laughing stock on the world stage North Korea Kim just playing him he's looking more & more like a fool wake up America";;;;"1104369398574247936";https://twitter.com/juliamfar/status/1104369398574247936
PerlmanGerry;2019-03-09 13:12;0;2;"Trump you are an embarrassment on the Diplomatic Stage! Kim Jung Un is making you look foolish by possibly preparing for a missle launch";;;;"1104369301589499905";https://twitter.com/PerlmanGerry/status/1104369301589499905
rlmj225961;2019-03-09 13:12;0;0;"Kim/Trump Summit Review: Kim tells Trump they are working on a new Missile Facility. Trump responds by saying I thought you weren't going to continue the Program. Kim says I didn't say that. Trump says, ok, I'm leaving.";;;;"1104369250435850240";https://twitter.com/rlmj225961/status/1104369250435850240
Eleccion_USA;2019-03-09 13:11;4;8;"CNN: El ex presidente Jimmy Carter está dispuesto a viajar a Corea del Norte para reunirse con Kim Jong Un en nombre del presidente Donald Trump, dice un congresista demócrata. https://twitter.com/cnnpolitics/status/1104338556527525888 …";;;;"1104369194408296454";https://twitter.com/Eleccion_USA/status/1104369194408296454
Royallcan;2019-03-09 13:11;0;1;"El publicista que les vendió la idea es un genio culebrero antes que estratega. A esa persona la veo capaz de sentar a Trump, Petro, Kim y Maduro a tomar el "algo" y jugar parqués, que verraco!";;;;"1104369167812182017";https://twitter.com/Royallcan/status/1104369167812182017
Social_Media_ay;2019-03-09 13:11;0;0;"Trump Says He'd Be Disappointed in Kim If Missile Site Rebuilt https://ift.tt/2XFNnND";;;;"1104369102423031808";https://twitter.com/Social_Media_ay/status/1104369102423031808
mellafinger;2019-03-09 13:10;0;0;"Put DJT into WH. God WILL put him in also 2020. DJT Will put in 3 more SC Justices...... http://sordrescue.com The Trump Prophecies. Also Kim Clement 04/2007 youtube=Prophecy of TRUMP in WH...You fight DJT? YOU Really fight against GOD...HE. WILL. WIN.";;;;"1104368964669526020";https://twitter.com/mellafinger/status/1104368964669526020
ThomasApt06;2019-03-09 13:09;0;0;"When you walk out on your lover, dont expect flowers & a love letter the next day. If you're Donald J. Trump and your lover is Kim Jung Un, you may get a nuclear tipped intercontinental ballistic missile sent to your home.";;;;"1104368716748345344";https://twitter.com/ThomasApt06/status/1104368716748345344
willripleyCNN;2019-03-09 13:09;65;88;"President Trump is 'disappointed' by new evidence North Korea may be preparing to launch a missile or space rocket in the wake of the failed Hanoi summit. It's the latest sign Kim and Trump's 'good' relationship may be broken. What does this mean for US/North Korea diplomacy? pic.twitter.com/WlUXpVKpF7";;;;"1104368667200876545";https://twitter.com/willripleyCNN/status/1104368667200876545
LaurieB65225012;2019-03-09 13:08;0;1;"I thought Trump's comments about Otto Warmbier (clearing Kim Jong Un for Otto's torture and death) would anger some in Trump's base. Nope.";;;;"1104368436124225537";https://twitter.com/LaurieB65225012/status/1104368436124225537
subliminal_cat;2019-03-09 13:07;0;0;"Trump calls Kim "BIG Rocket Man" after their recent one-on-one. https://twitter.com/Independent/status/1104365874994122752 …";;;;"1104368167822995456";https://twitter.com/subliminal_cat/status/1104368167822995456
Kingsam_Soyinka;2019-03-09 13:06;0;0;"Soon #Trump will start labeling Chairman Kim a "Rocket Man"!";;;#Trump;"1104367932698693632";https://twitter.com/Kingsam_Soyinka/status/1104367932698693632
Heizi100;2019-03-09 13:06;0;0;"@realDonaldTrump Donald Trump believes he is the most successful president - Half of his former team in jail - Kim ealked away - State budget deficit sky high - trade deficit at record level - foreign partners pissed off - trade war with China - wall not moving SUCCESS!";;@realDonaldTrump;;"1104367756269506560";https://twitter.com/Heizi100/status/1104367756269506560
Twistedankle3;2019-03-09 13:04;2;0;"Says the president who BEGGED A FOREIGN LEADER, a president who "loves" MURDEROUS DICTATOR KIM ... MURDEROUS DICTATOR of SAUDI Arabia MBS, MURDEROUS DICTATOR OF RUSSIA PUTIN... Trump=red=Putin= COMMUNISM https://twitter.com/thehill/status/1104268327726145537 …";;;;"1104367393076326401";https://twitter.com/Twistedankle3/status/1104367393076326401
jinsungko;2019-03-09 13:03;0;0;"China now worries Trump's take-it-or-leave-it demands over the trade deal as he did at the meeting in Vietnam with Kim Jong Un. https://www.wsj.com/articles/u-s-china-trade-deal-isnt-imminent-ambassador-branstad-says-11552031163 …";;;;"1104367146887495680";https://twitter.com/jinsungko/status/1104367146887495680
cris_riba;2019-03-09 13:03;1;3;"Detectada activitat recent en una instal·lació de míssils, a Corea del Nord, després del fracàs de la cimera de Hanoi entre Donald Trump i Kim Jong-un #TNTV3";;;#TNTV3;"1104367122854100993";https://twitter.com/cris_riba/status/1104367122854100993
sfakenewsthough;2019-03-09 13:03;0;0;"Yes but you said Trump made sure that he gave it to Kim, and that it was no longer a threat. Posturing or not he’s still a threat, and these meetings between the President and Un have achieved nothing.";;;;"1104367104164270080";https://twitter.com/sfakenewsthough/status/1104367104164270080
nanawithbanana;2019-03-09 13:02;0;0;"Part of the family! Kim Guilfoyle celebrates her 50th birthday with 'people she loves' including boyfriend Donald Trump Jr, Eric&Lara - but Ivanka stays home ⁦ @kimguilfoyle⁩ looks like Junior’s mammy! Are you sure she’s only 50?! @DonaldJTrumpJr⁩https://www.dailymail.co.uk/femail/article-6787499/Kimberly-Guilfoyle-celebrates-50th-birthday-Donald-Trump-Jr-Eric-Lara.html …";;@kimguilfoyle @DonaldJTrumpJr;;"1104366882277199872";https://twitter.com/nanawithbanana/status/1104366882277199872
merrynocnurse;2019-03-09 13:02;0;0;"Jimmy, a trip on trump’s behalf would just not be worth it. I am sure a love letter from you could not layer on the false flattery and deceit that flows between trump and Kim. Neither trump nor Kim could appreciate or comprehend a pure heart.";;;;"1104366843886743552";https://twitter.com/merrynocnurse/status/1104366843886743552
nieuwsbliknl;2019-03-09 12:57;0;0;"Lees "Behalve een worst kun je iemand tegenwoordig ook wel een wortel voorhouden" op Nieuwsblik - https://nieuwsblik.nl/behalve-een-worst-kun-je-iemand-tegenwoordig-ook-wel-een-wortel-voorhouden/ … - Voor de recente topontmoeting tussen Donald Trump en Kim Jong-un schreven diverse media dat Trump de Noord-Koreaanse leider in ruil voor...";;;;"1104365511922671616";https://twitter.com/nieuwsbliknl/status/1104365511922671616
DavidErosenko;2019-03-09 12:54;0;1;"Yeah, American foreign policy is really "winning". Kim kicked Trump's ass in 2 Summit's and Trump gave up the military exercises and America's dignity all at the same time. https://www.npr.org/2019/03/08/701630382/activity-at-2nd-north-korean-missile-site-indicates-possible-launch-preparations?fbclid=IwAR0i_0tjgiSKZpW8GWLB-M06dcAmFvTHmhsZLsM70iFSwmUPPhuNmqXIjGk …";;;;"1104364935713312768";https://twitter.com/DavidErosenko/status/1104364935713312768
JoPreibus;2019-03-09 12:54;0;0;"Sure, the Trump- Kim summit was a historic moment. But the Cohen hearing was a set up for the Dems to talk about Trump's taxes (which was confusing because Cohen was not Trump's accountant) If the media doesn't give the #WitchHunt some legitimacy than who will?";;;#WitchHunt;"1104364755651870722";https://twitter.com/JoPreibus/status/1104364755651870722
archiebird;2019-03-09 12:54;0;0;"This is troubling. Chinese officials, spooked by the last-minute failure of Trump’s summit with North Korean leader Kim, are wary of a summit before a trade deal is done. https://www.wsj.com/articles/u-s-china-trade-deal-isnt-imminent-ambassador-branstad-says-11552031163 … via @WSJ";;@WSJ;;"1104364718003769345";https://twitter.com/archiebird/status/1104364718003769345
lucastonaco;2019-03-09 12:52;0;0;"[Petit Journal - Atualidades sobre Política Internacional e Economia] BP 119 - Pibinho, Trump e Kim, India e Paquistão http://www.podtrac.com/pts/redirect.mp3/feeds.soundcloud.com/stream/582877707-user-85387203-bp-119-pibinho-trump-e-kim-india-e-paquistao.mp3 … via @PodcastAddictpic.twitter.com/sMsLtiOXqg";;@PodcastAddictpic;;"1104364216272781317";https://twitter.com/lucastonaco/status/1104364216272781317
2MyQuietPlace;2019-03-09 12:51;0;0;"Uh, huh. Kim is like Trump. They both have severe inadequacies, rely on posturing, need lots of drama and lie non-stop.";;;;"1104364169632071680";https://twitter.com/2MyQuietPlace/status/1104364169632071680
P0150N1VY;2019-03-09 12:51;0;0;"But but but Trump & Kim are bff though.............. Speculation mounts that North Korea is preparing a space rocket or missile launch https://twitter.com/i/events/1104222933356969984 …";;;;"1104364152481554432";https://twitter.com/P0150N1VY/status/1104364152481554432
la_dormant;2019-03-09 12:51;0;1;"President Trump told about Abduction issue prior to about nuclear. That was unexpected for Kim and he something shocked. So Kim's face was displeased look. Before meeting Kim was smiling https://www.yomiuri.co.jp/politics/20190305-OYT1T50066/ …";;;;"1104364092762931200";https://twitter.com/la_dormant/status/1104364092762931200
dailynation;2019-03-09 12:50;1;8;"Trump bets on his 'chemistry' with Kim http://bit.ly/2NPwBqK pic.twitter.com/MkTkjtv55Y";;;;"1104363706161356801";https://twitter.com/dailynation/status/1104363706161356801
jobsZeon69;2019-03-09 12:49;1;0;"BBC News-North Korea 'preparing rocket launch', images suggest https://www.bbc.com/news/world-asia-47504723 … Trump says 'my friend Kim' has great opportunity at second summit http://po.st/CpLM46 via @ChannelNewsAsia Yep, KIM my Friend the Rocket man apart from Kim and Putin who else is your mate?";;@ChannelNewsAsia;;"1104363577367031811";https://twitter.com/jobsZeon69/status/1104363577367031811
Kenner1234;2019-03-09 12:46;0;1;"I think Kim is still scratching his head over the expensive non-meeting. Trump's real agenda was to meet with Lavrov, Russia's foreign affairs minister who was also in Vietnam, and he used Kim as a smoke screen.";;;;"1104362729136156672";https://twitter.com/Kenner1234/status/1104362729136156672
antoniovaldez6;2019-03-09 12:43;1;0;"Donald Trump..te deseamos lo mejor en el porvenir y sabemos por lo que pasas con Cohen cantando con la garganta seca en Capítolio; y si le sumas los 2 días perdidos con Kim, de Corea del Norte, el q te obliga a sentarse y en Vietnam, saliendo derrotado, y Putin, sin decir mucho";;;;"1104362188423208960";https://twitter.com/antoniovaldez6/status/1104362188423208960
SergeDoucet3;2019-03-09 12:43;2;0;"#COREE_DU_NORD La Corée du Nord était-elle en train de construire une fusée ou un missile alors même qu'allait se tenir le deuxième sommet entre Kim Jong-un et Donald Trump ? C'est ce que suggèrent des images satellites prises le... https://www.francetvinfo.fr/live/message/5c8/3b2/a95/ff4/e9c/52f/118/b39.html … via @franceinfo";;@franceinfo;#COREE_DU_NORD;"1104362159767781377";https://twitter.com/SergeDoucet3/status/1104362159767781377
kaceyjordan1991;2019-03-09 12:43;0;1;"All left 2 say was what ya fav blk artist did 4 blk ppl other than saying fuck trump, resist trump, fuck hoes or roll blunts. Kim k went 2 the so called “racist” Donald trump and freed blk ppl. Trump initiated the first step program for prison reform. Yet ppl concern by optics";;;;"1104361999222349825";https://twitter.com/kaceyjordan1991/status/1104361999222349825
mcillleejest;2019-03-09 12:38;0;0;"Jimmy Carter has offered to travel to North Korea and meet with Kim Jong Un because he thinks the humiliating Trump walk away may be a trigger to Trump Fire and Fury (translation: Nuclear War). Read page 15 JESUS TURNED SERAPIS-SERMON ON THE BLACK CHRIST at Lulu only.";;;;"1104360893528371200";https://twitter.com/mcillleejest/status/1104360893528371200
FernandoMcDuff;2019-03-09 12:35;0;1;"At their meeting in Vietnam, I honestly believe that Kim was just checking out that Trump was still a Dotard (as he couldn’t believe it the first time they met). Now it’s full steam ahead with the rocket testing! https://twitter.com/jimsciutto/status/1104214183195934721 …";;;;"1104360068529745921";https://twitter.com/FernandoMcDuff/status/1104360068529745921
Christi38298077;2019-03-09 12:33;0;0;"Former President Jimmy Carter is willing to travel to North Korea in order to meet with Kim Jong Un on behalf of President Donald Trump, a Democratic congressman says https://cnn.it/2EMi6zT pic.twitter.com/vc7rvUm2B6";;;;"1104359469935407105";https://twitter.com/Christi38298077/status/1104359469935407105
bbcmundo;2019-03-09 12:32;6;12;"Cualquier lanzamiento sería contrario a los compromisos que el líder de Corea del Norte, Kim Jong-un, asumió con el presidente Trump, dice EE.UU. https://bbc.in/2ESqbD8";;;;"1104359185981075456";https://twitter.com/bbcmundo/status/1104359185981075456
Catcahill15;2019-03-09 12:31;0;0;"trump and Kim Jong Un went from "falling in love" to trump walking out. Sounds like a traditional trump marriage.";;;;"1104359106473873408";https://twitter.com/Catcahill15/status/1104359106473873408
SastaLoha;2019-03-09 12:31;0;0;"Where's North Korea, since Trump and Kim Jong Un are best friends now?";;;;"1104359032192589827";https://twitter.com/SastaLoha/status/1104359032192589827
MillsNicco;2019-03-09 12:30;0;0;"For KIm: a Rolls...For Trump: a Cadillac. #Autonews #tuning http://bit.ly/2M85yGp pic.twitter.com/mc5i2KSDUP";;;#Autonews #tuning;"1104358851237814272";https://twitter.com/MillsNicco/status/1104358851237814272
crookedmedia;2019-03-09 12:30;4;106;"New #lovettorleaveit live from Madison! Trump literally hugs a flag, figuratively hugs Kim Jong Un, & speaks for 2 hours at a conference for people who think Fox News isn't mean enough. Panelists: @TheOtherMandela, @anamariecox & @AkilahObviously.http://crooked.com/podcast/cpac-to-reality/ …";;@TheOtherMandela @anamariecox @AkilahObviously;#lovettorleaveit;"1104358673776807936";https://twitter.com/crookedmedia/status/1104358673776807936
CitizensFedUp;2019-03-09 12:29;3;3;"The Sohae satellite launch facility, which had been partially disassembled, is now back to normal operational status after restoration work that appears to have picked up after N Korean leader Kim Jong Un & US Trump's failed summit in Hanoi. https://www.msn.com/en-us/news/world/satellite-images-reveal-activity-at-north-korean-rocket-facility/ar-BBUyclR …";;;;"1104358530587475968";https://twitter.com/CitizensFedUp/status/1104358530587475968
JulieAnnLily;2019-03-09 12:28;0;1;"While @MikePompeo4USA and Trump were having the fake summit, Kim was hacking America and re-opening Nuke sites. Kushner was in Saudi Arabia selling more state secrets and Pompeo will cover up for him. We need Pompeo investigated. @RepCummings @RepJerryNadler #MAGA";;@MikePompeo4USA @RepCummings @RepJerryNadler;#MAGA;"1104358394301841413";https://twitter.com/JulieAnnLily/status/1104358394301841413
RoyalFlushpokr;2019-03-09 12:25;0;0;"KIM CLEMENT_ TRUMP WILL GET REELECTED IN 2020 TILMA SHOWS END OF ERA";;;;"1104357613586866176";https://twitter.com/RoyalFlushpokr/status/1104357613586866176
ThomasApt06;2019-03-09 12:23;0;0;"POTUS Trump made a major faux pas when he walked out & left Kim Jung Un high & dry. His jilted lover has been tramatized..the DOOMSDAY CLOCK has started ticking again, as Kim is reassembling his nuclear arsenal. The high stakes game of chicken continues on an international level.";;;;"1104357079547031552";https://twitter.com/ThomasApt06/status/1104357079547031552
diogenesherdez1;2019-03-09 12:22;0;0;"Medios de Corea del Norte reconocen el fracaso "inesperado" de la cumbre entre Trump y Kim Jong-un https://actualidad.rt.com/actualidad/308011-medios-norcoreanos-reconocer-fracaso-cumbre-trump-kim …";;;;"1104356661744074752";https://twitter.com/diogenesherdez1/status/1104356661744074752
formichenews;2019-03-09 12:20;0;0;"Corea, messaggio di #Kim a Trump via satellite? L'articolo di Emanuele Rossi @de_f_t https://bit.ly/2VTvrO3 pic.twitter.com/vQ57pE6hbr";;@de_f_t;#Kim;"1104356173988405249";https://twitter.com/formichenews/status/1104356173988405249
V2Jeanne;2019-03-09 12:19;0;0;"I guess Kim Jung Un & Trump are having a lovers quarrel!";;;;"1104356149426614273";https://twitter.com/V2Jeanne/status/1104356149426614273
jnniii16;2019-03-09 12:18;0;1;"WHILE TOXIC TRUMP is destroying our Democracy from within, Kim Jung Un is in the process of building 50-60 ICBM NUKES pointed at the UNITED STATES... It's ok though, Trump says PUTIN told him that it's not really true .....";;;;"1104355764578238464";https://twitter.com/jnniii16/status/1104355764578238464
handakina1;2019-03-09 12:17;0;1;"Why are you upset at the reporter. He is just doing his job. The players r trump and Kim. He is just telling you the state of thing as it stands.";;;;"1104355602808164353";https://twitter.com/handakina1/status/1104355602808164353
CritclThnker;2019-03-09 12:16;0;0;"How are we winning? trump is UNFIT. Staff resigning. Too many lies & unreported Russian contacts. Bumpy economy. High paying jobs lost; low paying jobs grow. Kim played trump. Trade deficit is worse. US deficit at an all time high. Jan 2021 we will win again without YOU.";;;;"1104355353960071170";https://twitter.com/CritclThnker/status/1104355353960071170
Brywill;2019-03-09 12:14;0;0;"At least the Iran deal had stipulations and international intervention in order to keep them honest. Trump just thinks Kim is telling him the truth and ignores our satellites that show his nuclear bases are not disarmed. He is giving up things based on promises not actions";;;;"1104354824689205251";https://twitter.com/Brywill/status/1104354824689205251
cgberube;2019-03-09 12:12;0;2;"From @profmarlowe - 1/4 of New Zealand’s dairy products go to China - Trump gave Kim a win by taking him at his word on Otto Warmbier - Daylight Savings Time sucks";;@profmarlowe;;"1104354226623389702";https://twitter.com/cgberube/status/1104354226623389702
ArthurGeorgeA;2019-03-09 12:11;0;0;"Why be surprised that @realDonaldTrump walked out on @Real_kimjonguno So far he has walked out on all of his wives and children. @realDonaldTrump is the worst man on earth for http://diplomacy.plus he is so dam stupid. Trump hates kim Jung un. Who is he kidding.";;@realDonaldTrump @Real_kimjonguno @realDonaldTrump;;"1104353924641890305";https://twitter.com/ArthurGeorgeA/status/1104353924641890305
JohnBrynt;2019-03-09 12:10;0;0;"Kim Jong Un Riding High After Meeting with Trump https://youtu.be/hO-FxdKMw28 via @YouTube";;@YouTube;;"1104353881323196416";https://twitter.com/JohnBrynt/status/1104353881323196416
